Property_ID,Building_ID,Parcel_ID,Floor_No,Unit_No,Area_sq_m,Property_Type,Prototype_3D_ULPIN
PROP-B213-F03-U301,B213,LP213,3,301,45.9,Residential,IND-AP-VSP-DVD-LP213-B213-F03-301
PROP-B213-F03-U302,B213,LP213,3,302,45.9,Residential,IND-AP-VSP-DVD-LP213-B213-F03-302
PROP-B213-F03-U303,B213,LP213,3,303,45.9,Residential,IND-AP-VSP-DVD-LP213-B213-F03-303
PROP-B213-F03-U304,B213,LP213,3,304,45.9,Residential,IND-AP-VSP-DVD-LP213-B213-F03-304
PROP-B213-F04-U401,B213,LP213,4,401,45.9,Residential,IND-AP-VSP-DVD-LP213-B213-F04-401
PROP-B213-F04-U402,B213,LP213,4,402,45.9,Residential,IND-AP-VSP-DVD-LP213-B213-F04-402
PROP-B213-F04-U403,B213,LP213,4,403,45.9,Residential,IND-AP-VSP-DVD-LP213-B213-F04-403
PROP-B213-F04-U404,B213,LP213,4,404,45.9,Residential,IND-AP-VSP-DVD-LP213-B213-F04-404
PROP-B213-F05-U501,B213,LP213,5,501,45.9,Residential,IND-AP-VSP-DVD-LP213-B213-F05-501
PROP-B213-F05-U502,B213,LP213,5,502,45.9,Residential,IND-AP-VSP-DVD-LP213-B213-F05-502
PROP-B213-F05-U503,B213,LP213,5,503,45.9,Residential,IND-AP-VSP-DVD-LP213-B213-F05-503
PROP-B213-F05-U504,B213,LP213,5,504,45.9,Residential,IND-AP-VSP-DVD-LP213-B213-F05-504
PROP-B214-F01-U101,B214,LP214,1,101,46,Residential,IND-AP-VSP-DVD-LP214-B214-F01-101
PROP-B214-F01-U102,B214,LP214,1,102,46,Residential,IND-AP-VSP-DVD-LP214-B214-F01-102
PROP-B214-F01-U103,B214,LP214,1,103,46,Residential,IND-AP-VSP-DVD-LP214-B214-F01-103
PROP-B214-F01-U104,B214,LP214,1,104,46,Residential,IND-AP-VSP-DVD-LP214-B214-F01-104
PROP-B214-F02-U201,B214,LP214,2,201,46,Residential,IND-AP-VSP-DVD-LP214-B214-F02-201
PROP-B214-F02-U202,B214,LP214,2,202,46,Residential,IND-AP-VSP-DVD-LP214-B214-F02-202
PROP-B214-F02-U203,B214,LP214,2,203,46,Residential,IND-AP-VSP-DVD-LP214-B214-F02-203
PROP-B214-F02-U204,B214,LP214,2,204,46,Residential,IND-AP-VSP-DVD-LP214-B214-F02-204
PROP-B214-F03-U301,B214,LP214,3,301,46,Residential,IND-AP-VSP-DVD-LP214-B214-F03-301
PROP-B214-F03-U302,B214,LP214,3,302,46,Residential,IND-AP-VSP-DVD-LP214-B214-F03-302
PROP-B214-F03-U303,B214,LP214,3,303,46,Residential,IND-AP-VSP-DVD-LP214-B214-F03-303
PROP-B214-F03-U304,B214,LP214,3,304,46,Residential,IND-AP-VSP-DVD-LP214-B214-F03-304
PROP-B214-F04-U401,B214,LP214,4,401,46,Residential,IND-AP-VSP-DVD-LP214-B214-F04-401
PROP-B214-F04-U402,B214,LP214,4,402,46,Residential,IND-AP-VSP-DVD-LP214-B214-F04-402
PROP-B214-F04-U403,B214,LP214,4,403,46,Residential,IND-AP-VSP-DVD-LP214-B214-F04-403
PROP-B214-F04-U404,B214,LP214,4,404,46,Residential,IND-AP-VSP-DVD-LP214-B214-F04-404
PROP-B214-F05-U501,B214,LP214,5,501,46,Residential,IND-AP-VSP-DVD-LP214-B214-F05-501
PROP-B214-F05-U502,B214,LP214,5,502,46,Residential,IND-AP-VSP-DVD-LP214-B214-F05-502
PROP-B214-F05-U503,B214,LP214,5,503,46,Residential,IND-AP-VSP-DVD-LP214-B214-F05-503
PROP-B214-F05-U504,B214,LP214,5,504,46,Residential,IND-AP-VSP-DVD-LP214-B214-F05-504
PROP-B215-F01-U101,B215,LP215,1,101,45.9,Residential,IND-AP-VSP-DVD-LP215-B215-F01-101
PROP-B215-F01-U102,B215,LP215,1,102,45.9,Residential,IND-AP-VSP-DVD-LP215-B215-F01-102
PROP-B215-F01-U103,B215,LP215,1,103,45.9,Residential,IND-AP-VSP-DVD-LP215-B215-F01-103
PROP-B215-F01-U104,B215,LP215,1,104,45.9,Residential,IND-AP-VSP-DVD-LP215-B215-F01-104
PROP-B215-F02-U201,B215,LP215,2,201,45.9,Residential,IND-AP-VSP-DVD-LP215-B215-F02-201
PROP-B215-F02-U202,B215,LP215,2,202,45.9,Residential,IND-AP-VSP-DVD-LP215-B215-F02-202
PROP-B215-F02-U203,B215,LP215,2,203,45.9,Residential,IND-AP-VSP-DVD-LP215-B215-F02-203
PROP-B215-F02-U204,B215,LP215,2,204,45.9,Residential,IND-AP-VSP-DVD-LP215-B215-F02-204
PROP-B215-F03-U301,B215,LP215,3,301,45.9,Residential,IND-AP-VSP-DVD-LP215-B215-F03-301
PROP-B215-F03-U302,B215,LP215,3,302,45.9,Residential,IND-AP-VSP-DVD-LP215-B215-F03-302
PROP-B215-F03-U303,B215,LP215,3,303,45.9,Residential,IND-AP-VSP-DVD-LP215-B215-F03-303
PROP-B215-F03-U304,B215,LP215,3,304,45.9,Residential,IND-AP-VSP-DVD-LP215-B215-F03-304
PROP-B215-F04-U401,B215,LP215,4,401,45.9,Residential,IND-AP-VSP-DVD-LP215-B215-F04-401
PROP-B215-F04-U402,B215,LP215,4,402,45.9,Residential,IND-AP-VSP-DVD-LP215-B215-F04-402
PROP-B215-F04-U403,B215,LP215,4,403,45.9,Residential,IND-AP-VSP-DVD-LP215-B215-F04-403
PROP-B215-F04-U404,B215,LP215,4,404,45.9,Residential,IND-AP-VSP-DVD-LP215-B215-F04-404
PROP-B215-F05-U501,B215,LP215,5,501,45.9,Residential,IND-AP-VSP-DVD-LP215-B215-F05-501
PROP-B215-F05-U502,B215,LP215,5,502,45.9,Residential,IND-AP-VSP-DVD-LP215-B215-F05-502
PROP-B215-F05-U503,B215,LP215,5,503,45.9,Residential,IND-AP-VSP-DVD-LP215-B215-F05-503
PROP-B215-F05-U504,B215,LP215,5,504,45.9,Residential,IND-AP-VSP-DVD-LP215-B215-F05-504
PROP-B216-F01-U101,B216,LP216,1,101,57.2,Residential,IND-AP-VSP-DVD-LP216-B216-F01-101
PROP-B216-F01-U102,B216,LP216,1,102,57.2,Residential,IND-AP-VSP-DVD-LP216-B216-F01-102
PROP-B216-F01-U103,B216,LP216,1,103,57.2,Residential,IND-AP-VSP-DVD-LP216-B216-F01-103
PROP-B216-F01-U104,B216,LP216,1,104,57.2,Residential,IND-AP-VSP-DVD-LP216-B216-F01-104
PROP-B216-F02-U201,B216,LP216,2,201,57.2,Residential,IND-AP-VSP-DVD-LP216-B216-F02-201
PROP-B216-F02-U202,B216,LP216,2,202,57.2,Residential,IND-AP-VSP-DVD-LP216-B216-F02-202
PROP-B216-F02-U203,B216,LP216,2,203,57.2,Residential,IND-AP-VSP-DVD-LP216-B216-F02-203
PROP-B216-F02-U204,B216,LP216,2,204,57.2,Residential,IND-AP-VSP-DVD-LP216-B216-F02-204
PROP-B216-F03-U301,B216,LP216,3,301,57.2,Residential,IND-AP-VSP-DVD-LP216-B216-F03-301
PROP-B216-F03-U302,B216,LP216,3,302,57.2,Residential,IND-AP-VSP-DVD-LP216-B216-F03-302
PROP-B216-F03-U303,B216,LP216,3,303,57.2,Residential,IND-AP-VSP-DVD-LP216-B216-F03-303
PROP-B216-F03-U304,B216,LP216,3,304,57.2,Residential,IND-AP-VSP-DVD-LP216-B216-F03-304
PROP-B216-F04-U401,B216,LP216,4,401,57.2,Residential,IND-AP-VSP-DVD-LP216-B216-F04-401
PROP-B216-F04-U402,B216,LP216,4,402,57.2,Residential,IND-AP-VSP-DVD-LP216-B216-F04-402
PROP-B216-F04-U403,B216,LP216,4,403,57.2,Residential,IND-AP-VSP-DVD-LP216-B216-F04-403
PROP-B216-F04-U404,B216,LP216,4,404,57.2,Residential,IND-AP-VSP-DVD-LP216-B216-F04-404
PROP-B216-F05-U501,B216,LP216,5,501,57.2,Residential,IND-AP-VSP-DVD-LP216-B216-F05-501
PROP-B216-F05-U502,B216,LP216,5,502,57.2,Residential,IND-AP-VSP-DVD-LP216-B216-F05-502
PROP-B216-F05-U503,B216,LP216,5,503,57.2,Residential,IND-AP-VSP-DVD-LP216-B216-F05-503
PROP-B216-F05-U504,B216,LP216,5,504,57.2,Residential,IND-AP-VSP-DVD-LP216-B216-F05-504
PROP-B217-F01-U101,B217,LP217,1,101,74.1,Residential,IND-AP-VSP-DVD-LP217-B217-F01-101
PROP-B217-F01-U102,B217,LP217,1,102,74.1,Residential,IND-AP-VSP-DVD-LP217-B217-F01-102
PROP-B217-F01-U103,B217,LP217,1,103,74.1,Residential,IND-AP-VSP-DVD-LP217-B217-F01-103
PROP-B217-F01-U104,B217,LP217,1,104,74.1,Residential,IND-AP-VSP-DVD-LP217-B217-F01-104
PROP-B217-F02-U201,B217,LP217,2,201,74.1,Residential,IND-AP-VSP-DVD-LP217-B217-F02-201
PROP-B217-F02-U202,B217,LP217,2,202,74.1,Residential,IND-AP-VSP-DVD-LP217-B217-F02-202
PROP-B217-F02-U203,B217,LP217,2,203,74.1,Residential,IND-AP-VSP-DVD-LP217-B217-F02-203
PROP-B217-F02-U204,B217,LP217,2,204,74.1,Residential,IND-AP-VSP-DVD-LP217-B217-F02-204
PROP-B217-F03-U301,B217,LP217,3,301,74.1,Residential,IND-AP-VSP-DVD-LP217-B217-F03-301
PROP-B217-F03-U302,B217,LP217,3,302,74.1,Residential,IND-AP-VSP-DVD-LP217-B217-F03-302
PROP-B217-F03-U303,B217,LP217,3,303,74.1,Residential,IND-AP-VSP-DVD-LP217-B217-F03-303
PROP-B217-F03-U304,B217,LP217,3,304,74.1,Residential,IND-AP-VSP-DVD-LP217-B217-F03-304
PROP-B217-F04-U401,B217,LP217,4,401,74.1,Residential,IND-AP-VSP-DVD-LP217-B217-F04-401
PROP-B217-F04-U402,B217,LP217,4,402,74.1,Residential,IND-AP-VSP-DVD-LP217-B217-F04-402
PROP-B217-F04-U403,B217,LP217,4,403,74.1,Residential,IND-AP-VSP-DVD-LP217-B217-F04-403
PROP-B217-F04-U404,B217,LP217,4,404,74.1,Residential,IND-AP-VSP-DVD-LP217-B217-F04-404
PROP-B217-F05-U501,B217,LP217,5,501,74.1,Residential,IND-AP-VSP-DVD-LP217-B217-F05-501
PROP-B217-F05-U502,B217,LP217,5,502,74.1,Residential,IND-AP-VSP-DVD-LP217-B217-F05-502
PROP-B217-F05-U503,B217,LP217,5,503,74.1,Residential,IND-AP-VSP-DVD-LP217-B217-F05-503
PROP-B217-F05-U504,B217,LP217,5,504,74.1,Residential,IND-AP-VSP-DVD-LP217-B217-F05-504
PROP-B218-F01-U101,B218,LP218,1,101,44.6,Residential,IND-AP-VSP-DVD-LP218-B218-F01-101
PROP-B218-F01-U102,B218,LP218,1,102,44.6,Residential,IND-AP-VSP-DVD-LP218-B218-F01-102
PROP-B218-F01-U103,B218,LP218,1,103,44.6,Residential,IND-AP-VSP-DVD-LP218-B218-F01-103
PROP-B218-F01-U104,B218,LP218,1,104,44.6,Residential,IND-AP-VSP-DVD-LP218-B218-F01-104
PROP-B218-F02-U201,B218,LP218,2,201,44.6,Residential,IND-AP-VSP-DVD-LP218-B218-F02-201
PROP-B218-F02-U202,B218,LP218,2,202,44.6,Residential,IND-AP-VSP-DVD-LP218-B218-F02-202
PROP-B218-F02-U203,B218,LP218,2,203,44.6,Residential,IND-AP-VSP-DVD-LP218-B218-F02-203
PROP-B218-F02-U204,B218,LP218,2,204,44.6,Residential,IND-AP-VSP-DVD-LP218-B218-F02-204
PROP-B218-F03-U301,B218,LP218,3,301,44.6,Residential,IND-AP-VSP-DVD-LP218-B218-F03-301
PROP-B218-F03-U302,B218,LP218,3,302,44.6,Residential,IND-AP-VSP-DVD-LP218-B218-F03-302
PROP-B218-F03-U303,B218,LP218,3,303,44.6,Residential,IND-AP-VSP-DVD-LP218-B218-F03-303
PROP-B218-F03-U304,B218,LP218,3,304,44.6,Residential,IND-AP-VSP-DVD-LP218-B218-F03-304
PROP-B218-F04-U401,B218,LP218,4,401,44.6,Residential,IND-AP-VSP-DVD-LP218-B218-F04-401
PROP-B218-F04-U402,B218,LP218,4,402,44.6,Residential,IND-AP-VSP-DVD-LP218-B218-F04-402
PROP-B218-F04-U403,B218,LP218,4,403,44.6,Residential,IND-AP-VSP-DVD-LP218-B218-F04-403
PROP-B218-F04-U404,B218,LP218,4,404,44.6,Residential,IND-AP-VSP-DVD-LP218-B218-F04-404
PROP-B218-F05-U501,B218,LP218,5,501,44.6,Residential,IND-AP-VSP-DVD-LP218-B218-F05-501
PROP-B218-F05-U502,B218,LP218,5,502,44.6,Residential,IND-AP-VSP-DVD-LP218-B218-F05-502
PROP-B218-F05-U503,B218,LP218,5,503,44.6,Residential,IND-AP-VSP-DVD-LP218-B218-F05-503
PROP-B218-F05-U504,B218,LP218,5,504,44.6,Residential,IND-AP-VSP-DVD-LP218-B218-F05-504
PROP-B219-F01-U101,B219,LP219,1,101,67.6,Residential,IND-AP-VSP-DVD-LP219-B219-F01-101
PROP-B219-F01-U102,B219,LP219,1,102,67.6,Residential,IND-AP-VSP-DVD-LP219-B219-F01-102
PROP-B219-F01-U103,B219,LP219,1,103,67.6,Residential,IND-AP-VSP-DVD-LP219-B219-F01-103
PROP-B219-F01-U104,B219,LP219,1,104,67.6,Residential,IND-AP-VSP-DVD-LP219-B219-F01-104
PROP-B219-F02-U201,B219,LP219,2,201,67.6,Residential,IND-AP-VSP-DVD-LP219-B219-F02-201
PROP-B219-F02-U202,B219,LP219,2,202,67.6,Residential,IND-AP-VSP-DVD-LP219-B219-F02-202
PROP-B219-F02-U203,B219,LP219,2,203,67.6,Residential,IND-AP-VSP-DVD-LP219-B219-F02-203
PROP-B219-F02-U204,B219,LP219,2,204,67.6,Residential,IND-AP-VSP-DVD-LP219-B219-F02-204
PROP-B219-F03-U301,B219,LP219,3,301,67.6,Residential,IND-AP-VSP-DVD-LP219-B219-F03-301
PROP-B219-F03-U302,B219,LP219,3,302,67.6,Residential,IND-AP-VSP-DVD-LP219-B219-F03-302
PROP-B219-F03-U303,B219,LP219,3,303,67.6,Residential,IND-AP-VSP-DVD-LP219-B219-F03-303
PROP-B219-F03-U304,B219,LP219,3,304,67.6,Residential,IND-AP-VSP-DVD-LP219-B219-F03-304
PROP-B219-F04-U401,B219,LP219,4,401,67.6,Residential,IND-AP-VSP-DVD-LP219-B219-F04-401
PROP-B219-F04-U402,B219,LP219,4,402,67.6,Residential,IND-AP-VSP-DVD-LP219-B219-F04-402
PROP-B219-F04-U403,B219,LP219,4,403,67.6,Residential,IND-AP-VSP-DVD-LP219-B219-F04-403
PROP-B219-F04-U404,B219,LP219,4,404,67.6,Residential,IND-AP-VSP-DVD-LP219-B219-F04-404
PROP-B219-F05-U501,B219,LP219,5,501,67.6,Residential,IND-AP-VSP-DVD-LP219-B219-F05-501
PROP-B219-F05-U502,B219,LP219,5,502,67.6,Residential,IND-AP-VSP-DVD-LP219-B219-F05-502
PROP-B219-F05-U503,B219,LP219,5,503,67.6,Residential,IND-AP-VSP-DVD-LP219-B219-F05-503
PROP-B219-F05-U504,B219,LP219,5,504,67.6,Residential,IND-AP-VSP-DVD-LP219-B219-F05-504
PROP-B220-F01-U101,B220,LP220,1,101,47.5,Residential,IND-AP-VSP-DVD-LP220-B220-F01-101
PROP-B220-F01-U102,B220,LP220,1,102,47.5,Residential,IND-AP-VSP-DVD-LP220-B220-F01-102
PROP-B220-F01-U103,B220,LP220,1,103,47.5,Residential,IND-AP-VSP-DVD-LP220-B220-F01-103
PROP-B220-F01-U104,B220,LP220,1,104,47.5,Residential,IND-AP-VSP-DVD-LP220-B220-F01-104
PROP-B220-F02-U201,B220,LP220,2,201,47.5,Residential,IND-AP-VSP-DVD-LP220-B220-F02-201
PROP-B220-F02-U202,B220,LP220,2,202,47.5,Residential,IND-AP-VSP-DVD-LP220-B220-F02-202
PROP-B220-F02-U203,B220,LP220,2,203,47.5,Residential,IND-AP-VSP-DVD-LP220-B220-F02-203
PROP-B220-F02-U204,B220,LP220,2,204,47.5,Residential,IND-AP-VSP-DVD-LP220-B220-F02-204
PROP-B220-F03-U301,B220,LP220,3,301,47.5,Residential,IND-AP-VSP-DVD-LP220-B220-F03-301
PROP-B220-F03-U302,B220,LP220,3,302,47.5,Residential,IND-AP-VSP-DVD-LP220-B220-F03-302
PROP-B220-F03-U303,B220,LP220,3,303,47.5,Residential,IND-AP-VSP-DVD-LP220-B220-F03-303
PROP-B220-F03-U304,B220,LP220,3,304,47.5,Residential,IND-AP-VSP-DVD-LP220-B220-F03-304
PROP-B220-F04-U401,B220,LP220,4,401,47.5,Residential,IND-AP-VSP-DVD-LP220-B220-F04-401
PROP-B220-F04-U402,B220,LP220,4,402,47.5,Residential,IND-AP-VSP-DVD-LP220-B220-F04-402
PROP-B220-F04-U403,B220,LP220,4,403,47.5,Residential,IND-AP-VSP-DVD-LP220-B220-F04-403
PROP-B220-F04-U404,B220,LP220,4,404,47.5,Residential,IND-AP-VSP-DVD-LP220-B220-F04-404
PROP-B220-F05-U501,B220,LP220,5,501,47.5,Residential,IND-AP-VSP-DVD-LP220-B220-F05-501
PROP-B220-F05-U502,B220,LP220,5,502,47.5,Residential,IND-AP-VSP-DVD-LP220-B220-F05-502
PROP-B220-F05-U503,B220,LP220,5,503,47.5,Residential,IND-AP-VSP-DVD-LP220-B220-F05-503
PROP-B220-F05-U504,B220,LP220,5,504,47.5,Residential,IND-AP-VSP-DVD-LP220-B220-F05-504
PROP-B221-F01-U101,B221,LP221,1,101,60,Residential,IND-AP-VSP-DVD-LP221-B221-F01-101
PROP-B221-F01-U102,B221,LP221,1,102,60,Residential,IND-AP-VSP-DVD-LP221-B221-F01-102
PROP-B221-F01-U103,B221,LP221,1,103,60,Residential,IND-AP-VSP-DVD-LP221-B221-F01-103
PROP-B221-F01-U104,B221,LP221,1,104,60,Residential,IND-AP-VSP-DVD-LP221-B221-F01-104
PROP-B221-F02-U201,B221,LP221,2,201,60,Residential,IND-AP-VSP-DVD-LP221-B221-F02-201
PROP-B221-F02-U202,B221,LP221,2,202,60,Residential,IND-AP-VSP-DVD-LP221-B221-F02-202
PROP-B221-F02-U203,B221,LP221,2,203,60,Residential,IND-AP-VSP-DVD-LP221-B221-F02-203
PROP-B221-F02-U204,B221,LP221,2,204,60,Residential,IND-AP-VSP-DVD-LP221-B221-F02-204
PROP-B221-F03-U301,B221,LP221,3,301,60,Residential,IND-AP-VSP-DVD-LP221-B221-F03-301
PROP-B221-F03-U302,B221,LP221,3,302,60,Residential,IND-AP-VSP-DVD-LP221-B221-F03-302
PROP-B221-F03-U303,B221,LP221,3,303,60,Residential,IND-AP-VSP-DVD-LP221-B221-F03-303
PROP-B221-F03-U304,B221,LP221,3,304,60,Residential,IND-AP-VSP-DVD-LP221-B221-F03-304
PROP-B221-F04-U401,B221,LP221,4,401,60,Residential,IND-AP-VSP-DVD-LP221-B221-F04-401
PROP-B221-F04-U402,B221,LP221,4,402,60,Residential,IND-AP-VSP-DVD-LP221-B221-F04-402
PROP-B221-F04-U403,B221,LP221,4,403,60,Residential,IND-AP-VSP-DVD-LP221-B221-F04-403
PROP-B221-F04-U404,B221,LP221,4,404,60,Residential,IND-AP-VSP-DVD-LP221-B221-F04-404
PROP-B221-F05-U501,B221,LP221,5,501,60,Residential,IND-AP-VSP-DVD-LP221-B221-F05-501
PROP-B221-F05-U502,B221,LP221,5,502,60,Residential,IND-AP-VSP-DVD-LP221-B221-F05-502
PROP-B221-F05-U503,B221,LP221,5,503,60,Residential,IND-AP-VSP-DVD-LP221-B221-F05-503
PROP-B221-F05-U504,B221,LP221,5,504,60,Residential,IND-AP-VSP-DVD-LP221-B221-F05-504
PROP-B222-F01-U101,B222,LP222,1,101,120.8,Shop,IND-AP-VSP-DVD-LP222-B222-F01-101
PROP-B222-F01-U102,B222,LP222,1,102,120.8,Shop,IND-AP-VSP-DVD-LP222-B222-F01-102
PROP-B222-F01-U103,B222,LP222,1,103,120.8,Shop,IND-AP-VSP-DVD-LP222-B222-F01-103
PROP-B222-F02-U201,B222,LP222,2,201,120.8,Office,IND-AP-VSP-DVD-LP222-B222-F02-201
PROP-B222-F02-U202,B222,LP222,2,202,120.8,Office,IND-AP-VSP-DVD-LP222-B222-F02-202
PROP-B222-F02-U203,B222,LP222,2,203,120.8,Office,IND-AP-VSP-DVD-LP222-B222-F02-203
PROP-B222-F03-U301,B222,LP222,3,301,120.8,Office,IND-AP-VSP-DVD-LP222-B222-F03-301
PROP-B222-F03-U302,B222,LP222,3,302,120.8,Office,IND-AP-VSP-DVD-LP222-B222-F03-302
PROP-B222-F03-U303,B222,LP222,3,303,120.8,Office,IND-AP-VSP-DVD-LP222-B222-F03-303
PROP-B222-F04-U401,B222,LP222,4,401,120.8,Office,IND-AP-VSP-DVD-LP222-B222-F04-401
PROP-B222-F04-U402,B222,LP222,4,402,120.8,Office,IND-AP-VSP-DVD-LP222-B222-F04-402
PROP-B222-F04-U403,B222,LP222,4,403,120.8,Office,IND-AP-VSP-DVD-LP222-B222-F04-403
PROP-B223-F01-U101,B223,LP223,1,101,86.4,Residential,IND-AP-VSP-DVD-LP223-B223-F01-101
PROP-B223-F02-U201,B223,LP223,2,201,86.4,Residential,IND-AP-VSP-DVD-LP223-B223-F02-201
PROP-B224-F01-U101,B224,LP224,1,101,45.5,Residential,IND-AP-VSP-DVD-LP224-B224-F01-101
PROP-B224-F01-U102,B224,LP224,1,102,45.5,Residential,IND-AP-VSP-DVD-LP224-B224-F01-102
PROP-B224-F01-U103,B224,LP224,1,103,45.5,Residential,IND-AP-VSP-DVD-LP224-B224-F01-103
PROP-B224-F01-U104,B224,LP224,1,104,45.5,Residential,IND-AP-VSP-DVD-LP224-B224-F01-104
PROP-B224-F02-U201,B224,LP224,2,201,45.5,Residential,IND-AP-VSP-DVD-LP224-B224-F02-201
PROP-B224-F02-U202,B224,LP224,2,202,45.5,Residential,IND-AP-VSP-DVD-LP224-B224-F02-202
PROP-B224-F02-U203,B224,LP224,2,203,45.5,Residential,IND-AP-VSP-DVD-LP224-B224-F02-203
PROP-B224-F02-U204,B224,LP224,2,204,45.5,Residential,IND-AP-VSP-DVD-LP224-B224-F02-204
PROP-B224-F03-U301,B224,LP224,3,301,45.5,Residential,IND-AP-VSP-DVD-LP224-B224-F03-301
PROP-B224-F03-U302,B224,LP224,3,302,45.5,Residential,IND-AP-VSP-DVD-LP224-B224-F03-302
PROP-B224-F03-U303,B224,LP224,3,303,45.5,Residential,IND-AP-VSP-DVD-LP224-B224-F03-303
PROP-B224-F03-U304,B224,LP224,3,304,45.5,Residential,IND-AP-VSP-DVD-LP224-B224-F03-304
PROP-B224-F04-U401,B224,LP224,4,401,45.5,Residential,IND-AP-VSP-DVD-LP224-B224-F04-401
PROP-B224-F04-U402,B224,LP224,4,402,45.5,Residential,IND-AP-VSP-DVD-LP224-B224-F04-402
PROP-B224-F04-U403,B224,LP224,4,403,45.5,Residential,IND-AP-VSP-DVD-LP224-B224-F04-403
PROP-B224-F04-U404,B224,LP224,4,404,45.5,Residential,IND-AP-VSP-DVD-LP224-B224-F04-404
PROP-B224-F05-U501,B224,LP224,5,501,45.5,Residential,IND-AP-VSP-DVD-LP224-B224-F05-501
PROP-B224-F05-U502,B224,LP224,5,502,45.5,Residential,IND-AP-VSP-DVD-LP224-B224-F05-502
PROP-B224-F05-U503,B224,LP224,5,503,45.5,Residential,IND-AP-VSP-DVD-LP224-B224-F05-503
PROP-B224-F05-U504,B224,LP224,5,504,45.5,Residential,IND-AP-VSP-DVD-LP224-B224-F05-504
PROP-B225-F01-U101,B225,LP225,1,101,105.1,Residential,IND-AP-VSP-DVD-LP225-B225-F01-101
PROP-B225-F02-U201,B225,LP225,2,201,105.1,Residential,IND-AP-VSP-DVD-LP225-B225-F02-201
PROP-B226-F01-U101,B226,LP226,1,101,141.6,Shop,IND-AP-VSP-DVD-LP226-B226-F01-101
PROP-B226-F01-U102,B226,LP226,1,102,141.6,Shop,IND-AP-VSP-DVD-LP226-B226-F01-102
PROP-B226-F01-U103,B226,LP226,1,103,141.6,Shop,IND-AP-VSP-DVD-LP226-B226-F01-103
PROP-B226-F02-U201,B226,LP226,2,201,141.6,Office,IND-AP-VSP-DVD-LP226-B226-F02-201
PROP-B226-F02-U202,B226,LP226,2,202,141.6,Office,IND-AP-VSP-DVD-LP226-B226-F02-202
PROP-B226-F02-U203,B226,LP226,2,203,141.6,Office,IND-AP-VSP-DVD-LP226-B226-F02-203
PROP-B226-F03-U301,B226,LP226,3,301,141.6,Office,IND-AP-VSP-DVD-LP226-B226-F03-301
PROP-B226-F03-U302,B226,LP226,3,302,141.6,Office,IND-AP-VSP-DVD-LP226-B226-F03-302
PROP-B226-F03-U303,B226,LP226,3,303,141.6,Office,IND-AP-VSP-DVD-LP226-B226-F03-303
PROP-B226-F04-U401,B226,LP226,4,401,141.6,Office,IND-AP-VSP-DVD-LP226-B226-F04-401
PROP-B226-F04-U402,B226,LP226,4,402,141.6,Office,IND-AP-VSP-DVD-LP226-B226-F04-402
PROP-B226-F04-U403,B226,LP226,4,403,141.6,Office,IND-AP-VSP-DVD-LP226-B226-F04-403
PROP-B227-F01-U101,B227,LP227,1,101,117.1,Residential,IND-AP-VSP-DVD-LP227-B227-F01-101
PROP-B227-F02-U201,B227,LP227,2,201,117.1,Residential,IND-AP-VSP-DVD-LP227-B227-F02-201
PROP-B228-F01-U101,B228,LP228,1,101,52.9,Residential,IND-AP-VSP-DVD-LP228-B228-F01-101
PROP-B228-F01-U102,B228,LP228,1,102,52.9,Residential,IND-AP-VSP-DVD-LP228-B228-F01-102
PROP-B228-F01-U103,B228,LP228,1,103,52.9,Residential,IND-AP-VSP-DVD-LP228-B228-F01-103
PROP-B228-F01-U104,B228,LP228,1,104,52.9,Residential,IND-AP-VSP-DVD-LP228-B228-F01-104
PROP-B228-F02-U201,B228,LP228,2,201,52.9,Residential,IND-AP-VSP-DVD-LP228-B228-F02-201
PROP-B228-F02-U202,B228,LP228,2,202,52.9,Residential,IND-AP-VSP-DVD-LP228-B228-F02-202
PROP-B228-F02-U203,B228,LP228,2,203,52.9,Residential,IND-AP-VSP-DVD-LP228-B228-F02-203
PROP-B228-F02-U204,B228,LP228,2,204,52.9,Residential,IND-AP-VSP-DVD-LP228-B228-F02-204
PROP-B228-F03-U301,B228,LP228,3,301,52.9,Residential,IND-AP-VSP-DVD-LP228-B228-F03-301
PROP-B228-F03-U302,B228,LP228,3,302,52.9,Residential,IND-AP-VSP-DVD-LP228-B228-F03-302
PROP-B228-F03-U303,B228,LP228,3,303,52.9,Residential,IND-AP-VSP-DVD-LP228-B228-F03-303
PROP-B228-F03-U304,B228,LP228,3,304,52.9,Residential,IND-AP-VSP-DVD-LP228-B228-F03-304
PROP-B228-F04-U401,B228,LP228,4,401,52.9,Residential,IND-AP-VSP-DVD-LP228-B228-F04-401
PROP-B228-F04-U402,B228,LP228,4,402,52.9,Residential,IND-AP-VSP-DVD-LP228-B228-F04-402
PROP-B228-F04-U403,B228,LP228,4,403,52.9,Residential,IND-AP-VSP-DVD-LP228-B228-F04-403
PROP-B228-F04-U404,B228,LP228,4,404,52.9,Residential,IND-AP-VSP-DVD-LP228-B228-F04-404
PROP-B228-F05-U501,B228,LP228,5,501,52.9,Residential,IND-AP-VSP-DVD-LP228-B228-F05-501
PROP-B228-F05-U502,B228,LP228,5,502,52.9,Residential,IND-AP-VSP-DVD-LP228-B228-F05-502
PROP-B228-F05-U503,B228,LP228,5,503,52.9,Residential,IND-AP-VSP-DVD-LP228-B228-F05-503
PROP-B228-F05-U504,B228,LP228,5,504,52.9,Residential,IND-AP-VSP-DVD-LP228-B228-F05-504
