Building_ID,Parcel_ID,Latitude,Longitude,Floors,Height_m,Building_Type,Name,Osm_ID,Area_sq_m,HasRealLevels,HasRealHeight
B275,LP275,17.70406,83.169173,4,12.8,Commercial,"Duvvada Building B275",1355591007,407.7,false,false
B276,LP276,17.703046,83.165088,4,12.8,Commercial,"Duvvada Building B276",1355591008,498.2,false,false
B277,LP277,17.704223,83.16413,2,6.4,Independent House,"Duvvada Building B277",1355591009,164.1,false,false
B278,LP278,17.702992,83.165663,5,16,Apartment,"Duvvada Building B278",1355591011,348.1,false,false
B279,LP279,17.703405,83.163643,5,16,Apartment,"Duvvada Building B279",1355591012,265.8,false,false
B280,LP280,17.702096,83.160024,5,16,Apartment,"Duvvada Building B280",1355591013,237.8,false,false
B281,LP281,17.701119,83.160352,5,16,Apartment,"Duvvada Building B281",1355591014,293.5,false,false
B282,LP282,17.700688,83.161415,4,12.8,Commercial,"Duvvada Building B282",1355591015,892.5,false,false
B283,LP283,17.699326,83.160554,2,6.4,Independent House,"Duvvada Building B283",1355591016,139.9,false,false
B284,LP284,17.698965,83.160271,5,16,Apartment,"Duvvada Building B284",1355591017,228.3,false,false
B285,LP285,17.695976,83.160703,5,16,Apartment,"Duvvada Building B285",1355591018,180.2,false,false
B286,LP286,17.695932,83.158737,5,16,Apartment,"Duvvada Building B286",1355591019,255.2,false,false
B287,LP287,17.696375,83.158344,5,16,Apartment,"Duvvada Building B287",1355591020,375.3,false,false
B288,LP288,17.698168,83.159708,5,16,Apartment,"Duvvada Building B288",1355591021,225.6,false,false
B289,LP289,17.699501,83.158402,4,12.8,Commercial,"Duvvada Building B289",1355591022,627.7,false,false
B290,LP290,17.699362,83.157861,5,16,Apartment,"Duvvada Building B290",1355591023,188.5,false,false
B291,LP291,17.69896,83.158211,4,12.8,Commercial,"Duvvada Building B291",1355591024,593.7,false,false
B292,LP292,17.704208,83.160709,5,16,Apartment,"Duvvada Building B292",1355591025,228,false,false
B293,LP293,17.704126,83.160152,5,16,Apartment,"Duvvada Building B293",1355591026,339,false,false
B294,LP294,17.703762,83.1603,5,16,Apartment,"Duvvada Building B294",1355591027,230.6,false,false
B295,LP295,17.703261,83.160652,5,16,Apartment,"Duvvada Building B295",1355591028,214.3,false,false
B296,LP296,17.7026,83.161452,5,16,Apartment,"Duvvada Building B296",1355591029,362.5,false,false
B297,LP297,17.70169,83.160665,5,16,Apartment,"Duvvada Building B297",1355591030,395.3,false,false
B298,LP298,17.69802,83.164013,2,6.4,Independent House,"Duvvada Building B298",1355591031,160,false,false
B299,LP299,17.698253,83.16438,2,6.4,Independent House,"Duvvada Building B299",1355591032,176.9,false,false
B300,LP300,17.698149,83.164341,2,6.4,Independent House,"Duvvada Building B300",1355591033,176.7,false,false
B301,LP301,17.698174,83.16455,2,6.4,Independent House,"Duvvada Building B301",1355591034,145.6,false,false
B302,LP302,17.698343,83.164609,5,16,Apartment,"Duvvada Building B302",1355591035,235,false,false
B303,LP303,17.698689,83.164538,4,12.8,Commercial,"Duvvada Building B303",1355591036,405.3,false,false
B304,LP304,17.698404,83.165074,5,16,Apartment,"Duvvada Building B304",1355591037,340.3,false,false
B305,LP305,17.698167,83.164971,5,16,Apartment,"Duvvada Building B305",1355591038,343.8,false,false
B306,LP306,17.698198,83.164093,5,16,Apartment,"Duvvada Building B306",1355591039,197.6,false,false
B307,LP307,17.696481,83.163412,2,6.4,Independent House,"Duvvada Building B307",1355591040,174.4,false,false
B308,LP308,17.696753,83.162893,4,12.8,Commercial,"Duvvada Building B308",1355591041,423.5,false,false
B309,LP309,17.697115,83.161976,5,16,Apartment,"Duvvada Building B309",1355591042,273.5,false,false
B310,LP310,17.700461,83.163899,5,16,Apartment,"Duvvada Building B310",1355591043,261.5,false,false
B311,LP311,17.700938,83.163616,4,12.8,Commercial,"Duvvada Building B311",1355591044,455.1,false,false
B312,LP312,17.701485,83.163056,5,16,Apartment,"Duvvada Building B312",1355591045,198.5,false,false
B313,LP313,17.701372,83.163163,5,16,Apartment,"Duvvada Building B313",1355591046,198.5,false,false
B314,LP314,17.699425,83.164949,5,16,Apartment,"Duvvada Building B314",1355591061,353.9,false,false
B315,LP315,17.69964,83.165033,5,16,Apartment,"Duvvada Building B315",1355591062,377.5,false,false
B316,LP316,17.69966,83.164731,4,12.8,Commercial,"Duvvada Building B316",1355591063,1244.5,false,false
B317,LP317,17.708894,83.157548,5,16,Apartment,"Duvvada Building B317",1355591074,357.2,false,false
B318,LP318,17.709186,83.157566,5,16,Apartment,"Duvvada Building B318",1355591075,205.5,false,false
B319,LP319,17.709108,83.157758,5,16,Apartment,"Duvvada Building B319",1355591076,242.4,false,false
B320,LP320,17.709353,83.158253,5,16,Apartment,"Duvvada Building B320",1355591077,399.1,false,false
B321,LP321,17.709071,83.158041,4,12.8,Commercial,"Duvvada Building B321",1355591078,936.2,false,false
B322,LP322,17.709409,83.15786,4,12.8,Commercial,"Duvvada Building B322",1355591079,3544.8,false,false
B323,LP323,17.709575,83.156644,4,12.8,Commercial,"Duvvada Building B323",1355591080,10983.6,false,false
B324,LP324,17.709921,83.154877,4,12.8,Commercial,"Duvvada Building B324",1355591081,1818.9,false,false
B325,LP325,17.708326,83.152659,4,12.8,Commercial,"Duvvada Building B325",1355591082,1182.1,false,false
B326,LP326,17.708816,83.152171,4,12.8,Commercial,"Duvvada Building B326",1355591083,5539.7,false,false
B327,LP327,17.707491,83.151697,4,12.8,Commercial,"Duvvada Building B327",1355591084,5542.1,false,false
B328,LP328,17.709851,83.162086,4,12.8,Commercial,"Duvvada Building B328",1355591085,883.6,false,false
B329,LP329,17.711332,83.162532,4,12.8,Commercial,"Duvvada Building B329",1355591086,957.8,false,false
B330,LP330,17.713677,83.164264,4,12.8,Commercial,"Duvvada Building B330",1355591087,3582.5,false,false
B331,LP331,17.712862,83.164253,4,12.8,Commercial,"Duvvada Building B331",1355591088,1294.2,false,false
B332,LP332,17.710913,83.163906,4,12.8,Commercial,"Duvvada Building B332",1355591096,1491.1,false,false
B333,LP333,17.702679,83.135881,4,12.8,Commercial,"Duvvada Building B333",1502459922,424.6,false,false
B334,LP334,17.702687,83.136068,4,12.8,Commercial,"Duvvada Building B334",1502459923,424.6,false,false
B335,LP335,17.702705,83.136859,4,12.8,Commercial,"Duvvada Building B335",1502459924,424.5,false,false
B336,LP336,17.702709,83.137051,4,12.8,Commercial,"Duvvada Building B336",1502459925,424.6,false,false
B337,LP337,17.702723,83.137359,4,12.8,Commercial,"Duvvada Building B337",1502459926,424.4,false,false
B338,LP338,17.702724,83.137549,4,12.8,Commercial,"Duvvada Building B338",1502459927,424.6,false,false
B339,LP339,17.702693,83.13637,5,16,Apartment,"Duvvada Building B339",1502459928,332.3,false,false
B340,LP340,17.702703,83.136529,5,16,Apartment,"Duvvada Building B340",1502459929,332,false,false
B341,LP341,17.702705,83.136687,5,16,Apartment,"Duvvada Building B341",1502459930,332.3,false,false
B342,LP342,17.703137,83.135674,4,12.8,Commercial,"Duvvada Building B342",1502459931,506.8,false,false
B343,LP343,17.703146,83.135865,4,12.8,Commercial,"Duvvada Building B343",1502459932,506.6,false,false
B344,LP344,17.703154,83.136061,4,12.8,Commercial,"Duvvada Building B344",1502459933,506.8,false,false
B345,LP345,17.703536,83.135465,4,12.8,Commercial,"Duvvada Building B345",1502459934,506.9,false,false
B346,LP346,17.703553,83.135658,4,12.8,Commercial,"Duvvada Building B346",1502459935,506.6,false,false
B347,LP347,17.703558,83.135853,4,12.8,Commercial,"Duvvada Building B347",1502459936,506.4,false,false
B348,LP348,17.703569,83.13605,4,12.8,Commercial,"Duvvada Building B348",1502459937,506.6,false,false
B349,LP349,17.703572,83.136436,4,12.8,Commercial,"Duvvada Building B349",1502459938,506.6,false,false
B350,LP350,17.703583,83.136631,4,12.8,Commercial,"Duvvada Building B350",1502459939,506.4,false,false
B351,LP351,17.703587,83.136825,4,12.8,Commercial,"Duvvada Building B351",1502459940,506.6,false,false
B352,LP352,17.703594,83.13702,4,12.8,Commercial,"Duvvada Building B352",1502459941,506.9,false,false
B353,LP353,17.703167,83.13646,4,12.8,Commercial,"Duvvada Building B353",1502459942,506.6,false,false
B354,LP354,17.703169,83.136649,4,12.8,Commercial,"Duvvada Building B354",1502459943,506.6,false,false
B355,LP355,17.703173,83.136842,4,12.8,Commercial,"Duvvada Building B355",1502459944,506.6,false,false
B356,LP356,17.703178,83.137037,4,12.8,Commercial,"Duvvada Building B356",1502459945,506.5,false,false
B357,LP357,17.703608,83.137326,4,12.8,Commercial,"Duvvada Building B357",1502459946,506.5,false,false
B358,LP358,17.703614,83.137527,4,12.8,Commercial,"Duvvada Building B358",1502459947,506.8,false,false
B359,LP359,17.703618,83.137721,4,12.8,Commercial,"Duvvada Building B359",1502459948,506.4,false,false
B360,LP360,17.70363,83.137908,4,12.8,Commercial,"Duvvada Building B360",1502459949,506.6,false,false
B361,LP361,17.703206,83.137923,4,12.8,Commercial,"Duvvada Building B361",1502459950,506.9,false,false
B362,LP362,17.704466,83.135627,4,12.8,Commercial,"Duvvada Building B362",1502459951,506.4,false,false
B363,LP363,17.70447,83.135826,4,12.8,Commercial,"Duvvada Building B363",1502459952,506.4,false,false
B364,LP364,17.704474,83.136017,4,12.8,Commercial,"Duvvada Building B364",1502459953,506.4,false,false
B365,LP365,17.704052,83.135641,4,12.8,Commercial,"Duvvada Building B365",1502459954,506.6,false,false
B366,LP366,17.704058,83.135835,4,12.8,Commercial,"Duvvada Building B366",1502459955,506.4,false,false
B367,LP367,17.704073,83.136031,4,12.8,Commercial,"Duvvada Building B367",1502459956,506.6,false,false
B368,LP368,17.704071,83.136422,4,12.8,Commercial,"Duvvada Building B368",1502459957,506.4,false,false
B369,LP369,17.704078,83.136617,4,12.8,Commercial,"Duvvada Building B369",1502459958,506.6,false,false
B370,LP370,17.704082,83.136812,4,12.8,Commercial,"Duvvada Building B370",1502459959,506.4,false,false
B371,LP371,17.70409,83.137008,4,12.8,Commercial,"Duvvada Building B371",1502459960,506.6,false,false
B372,LP372,17.704076,83.137314,4,12.8,Commercial,"Duvvada Building B372",1502459961,451.5,false,false
B373,LP373,17.704969,83.135992,4,12.8,Commercial,"Duvvada Building B373",1502459962,506.4,false,false
B374,LP374,17.704966,83.135804,4,12.8,Commercial,"Duvvada Building B374",1502459963,506.6,false,false
B375,LP375,17.704962,83.135613,4,12.8,Commercial,"Duvvada Building B375",1502459964,506.4,false,false
B376,LP376,17.705035,83.135341,4,12.8,Commercial,"Duvvada Building B376",1502459965,506.4,false,false
B377,LP377,17.705094,83.135149,4,12.8,Commercial,"Duvvada Building B377",1502459966,506.6,false,false
B378,LP378,17.705146,83.134955,4,12.8,Commercial,"Duvvada Building B378",1502459967,506.4,false,false
B379,LP379,17.709192,83.137432,2,6.4,Independent House,"Duvvada Building B379",1502459997,27.3,false,false
B380,LP380,17.70915,83.137472,2,6.4,Independent House,"Duvvada Building B380",1502459998,27.3,false,false
B381,LP381,17.709107,83.137511,2,6.4,Independent House,"Duvvada Building B381",1502459999,27.3,false,false
B382,LP382,17.709066,83.137551,2,6.4,Independent House,"Duvvada Building B382",1502460000,27.3,false,false
B383,LP383,17.709029,83.137508,2,6.4,Independent House,"Duvvada Building B383",1502460001,27.3,false,false
B384,LP384,17.709071,83.137472,2,6.4,Independent House,"Duvvada Building B384",1502460002,27.3,false,false
B385,LP385,17.709113,83.137433,2,6.4,Independent House,"Duvvada Building B385",1502460003,27.3,false,false
B386,LP386,17.709154,83.137393,2,6.4,Independent House,"Duvvada Building B386",1502460004,27.3,false,false
B387,LP387,17.708903,83.137455,2,6.4,Independent House,"Duvvada Building B387",1502460005,27.3,false,false
B388,LP388,17.708866,83.137415,2,6.4,Independent House,"Duvvada Building B388",1502460006,27.3,false,false
B389,LP389,17.708948,83.137336,2,6.4,Independent House,"Duvvada Building B389",1502460007,27.3,false,false
B390,LP390,17.708944,83.137417,2,6.4,Independent House,"Duvvada Building B390",1502460008,27.3,false,false
B391,LP391,17.708987,83.137376,2,6.4,Independent House,"Duvvada Building B391",1502460009,27.3,false,false
B392,LP392,17.709029,83.137337,2,6.4,Independent House,"Duvvada Building B392",1502460010,27.3,false,false
B393,LP393,17.70895,83.137168,2,6.4,Independent House,"Duvvada Building B393",1502460011,27.3,false,false
B394,LP394,17.708907,83.137207,2,6.4,Independent House,"Duvvada Building B394",1502460012,27.3,false,false
B395,LP395,17.708864,83.137245,2,6.4,Independent House,"Duvvada Building B395",1502460013,27.3,false,false
B396,LP396,17.708823,83.137284,2,6.4,Independent House,"Duvvada Building B396",1502460014,27.3,false,false
B397,LP397,17.70878,83.137325,2,6.4,Independent House,"Duvvada Building B397",1502460015,27.3,false,false
B398,LP398,17.708782,83.137247,2,6.4,Independent House,"Duvvada Building B398",1502460016,27.3,false,false
B399,LP399,17.708825,83.137204,2,6.4,Independent House,"Duvvada Building B399",1502460017,27.3,false,false
B400,LP400,17.70887,83.137166,2,6.4,Independent House,"Duvvada Building B400",1502460018,27.3,false,false
B401,LP401,17.708665,83.137192,2,6.4,Independent House,"Duvvada Building B401",1502460019,27.3,false,false
B402,LP402,17.708704,83.137154,2,6.4,Independent House,"Duvvada Building B402",1502460020,27.3,false,false
B403,LP403,17.708745,83.137112,2,6.4,Independent House,"Duvvada Building B403",1502460021,27.3,false,false
B404,LP404,17.708788,83.13707,2,6.4,Independent House,"Duvvada Building B404",1502460022,27.3,false,false
B405,LP405,17.708789,83.136992,2,6.4,Independent House,"Duvvada Building B405",1502460023,27.3,false,false
B406,LP406,17.708708,83.137068,2,6.4,Independent House,"Duvvada Building B406",1502460024,27.3,false,false
B407,LP407,17.708666,83.137109,2,6.4,Independent House,"Duvvada Building B407",1502460025,27.3,false,false
B408,LP408,17.708624,83.13715,2,6.4,Independent House,"Duvvada Building B408",1502460026,27.3,false,false
B409,LP409,17.708544,83.137056,2,6.4,Independent House,"Duvvada Building B409",1502460027,27.3,false,false
B410,LP410,17.708588,83.137017,2,6.4,Independent House,"Duvvada Building B410",1502460028,27.3,false,false
B411,LP411,17.708628,83.136977,2,6.4,Independent House,"Duvvada Building B411",1502460029,27.3,false,false
B412,LP412,17.708669,83.136936,2,6.4,Independent House,"Duvvada Building B412",1502460030,27.3,false,false
B413,LP413,17.708594,83.136729,2,6.4,Independent House,"Duvvada Building B413",1502460031,27.3,false,false
B414,LP414,17.708553,83.136767,2,6.4,Independent House,"Duvvada Building B414",1502460032,27.3,false,false
B415,LP415,17.708514,83.136807,2,6.4,Independent House,"Duvvada Building B415",1502460033,27.3,false,false
B416,LP416,17.708472,83.136845,2,6.4,Independent House,"Duvvada Building B416",1502460034,27.3,false,false
B417,LP417,17.708431,83.136884,2,6.4,Independent House,"Duvvada Building B417",1502460035,27.3,false,false
B418,LP418,17.708181,83.135577,5,16,Apartment,"Duvvada Building B418",1502460036,224.5,false,false
B419,LP419,17.708096,83.13572,5,16,Apartment,"Duvvada Building B419",1502460037,224.7,false,false
B420,LP420,17.708012,83.135865,5,16,Apartment,"Duvvada Building B420",1502460038,224.5,false,false
B421,LP421,17.707913,83.136016,5,16,Apartment,"Duvvada Building B421",1502460039,332.4,false,false
B422,LP422,17.707526,83.135786,5,16,Apartment,"Duvvada Building B422",1502460040,332.3,false,false
B423,LP423,17.707618,83.135616,5,16,Apartment,"Duvvada Building B423",1502460041,332.4,false,false
B424,LP424,17.707388,83.135481,5,16,Apartment,"Duvvada Building B424",1502460042,332.3,false,false
B425,LP425,17.707292,83.135653,5,16,Apartment,"Duvvada Building B425",1502460043,332.2,false,false
B426,LP426,17.707236,83.135034,5,16,Apartment,"Duvvada Building B426",1502460044,332.4,false,false
B427,LP427,17.706988,83.134888,5,16,Apartment,"Duvvada Building B427",1502460045,332.3,false,false
B428,LP428,17.706306,83.134921,5,16,Apartment,"Duvvada Building B428",1502460047,208.7,false,false
B429,LP429,17.706566,83.135856,5,16,Apartment,"Duvvada Building B429",1502460054,240.5,false,false
B430,LP430,17.706423,83.136098,5,16,Apartment,"Duvvada Building B430",1502460055,240.6,false,false
B431,LP431,17.706288,83.136346,5,16,Apartment,"Duvvada Building B431",1502460056,240.2,false,false
B432,LP432,17.706151,83.136597,5,16,Apartment,"Duvvada Building B432",1502460057,240.4,false,false
B433,LP433,17.706628,83.136223,5,16,Apartment,"Duvvada Building B433",1502460058,240.3,false,false
B434,LP434,17.706495,83.136467,5,16,Apartment,"Duvvada Building B434",1502460059,240.6,false,false
B435,LP435,17.706352,83.136722,5,16,Apartment,"Duvvada Building B435",1502460060,240.3,false,false
B436,LP436,17.707036,83.135318,5,16,Apartment,"Duvvada Building B436",1502460061,261.5,false,false
B437,LP437,17.706951,83.135468,5,16,Apartment,"Duvvada Building B437",1502460062,261.6,false,false
B438,LP438,17.707483,83.136128,5,16,Apartment,"Duvvada Building B438",1502460063,235.7,false,false
B439,LP439,17.707416,83.136245,5,16,Apartment,"Duvvada Building B439",1502460064,235.6,false,false
B440,LP440,17.707217,83.135969,5,16,Apartment,"Duvvada Building B440",1502460065,235.8,false,false
B441,LP441,17.707155,83.136094,5,16,Apartment,"Duvvada Building B441",1502460066,235.6,false,false
B442,LP442,17.706978,83.135829,5,16,Apartment,"Duvvada Building B442",1502460067,235.7,false,false
B443,LP443,17.706907,83.135948,5,16,Apartment,"Duvvada Building B443",1502460068,235.7,false,false
B444,LP444,17.705253,83.136837,5,16,Apartment,"Duvvada Building B444",1502460069,235.7,false,false
B445,LP445,17.705181,83.136959,5,16,Apartment,"Duvvada Building B445",1502460070,235.8,false,false
B446,LP446,17.705009,83.136688,5,16,Apartment,"Duvvada Building B446",1502460071,235.6,false,false
B447,LP447,17.704949,83.136813,5,16,Apartment,"Duvvada Building B447",1502460072,235.8,false,false
B448,LP448,17.704996,83.137302,5,16,Apartment,"Duvvada Building B448",1502460073,235.6,false,false
B449,LP449,17.704764,83.137156,5,16,Apartment,"Duvvada Building B449",1502460074,235.7,false,false
B450,LP450,17.704823,83.137032,5,16,Apartment,"Duvvada Building B450",1502460075,235.7,false,false
B451,LP451,17.705067,83.137181,5,16,Apartment,"Duvvada Building B451",1502460076,235.7,false,false
B452,LP452,17.704782,83.137641,5,16,Apartment,"Duvvada Building B452",1502460077,235.7,false,false
B453,LP453,17.70455,83.137495,5,16,Apartment,"Duvvada Building B453",1502460078,235.7,false,false
B454,LP454,17.70461,83.137371,5,16,Apartment,"Duvvada Building B454",1502460079,235.9,false,false
B455,LP455,17.704854,83.13752,5,16,Apartment,"Duvvada Building B455",1502460080,235.7,false,false
B456,LP456,17.704594,83.137984,5,16,Apartment,"Duvvada Building B456",1502460081,235.6,false,false
B457,LP457,17.704362,83.137838,5,16,Apartment,"Duvvada Building B457",1502460082,235.6,false,false
B458,LP458,17.704422,83.137714,5,16,Apartment,"Duvvada Building B458",1502460083,235.7,false,false
B459,LP459,17.704666,83.137863,5,16,Apartment,"Duvvada Building B459",1502460084,235.7,false,false
B460,LP460,17.704406,83.138324,5,16,Apartment,"Duvvada Building B460",1502460085,235.8,false,false
B461,LP461,17.704174,83.138178,5,16,Apartment,"Duvvada Building B461",1502460086,235.8,false,false
B462,LP462,17.704233,83.138054,5,16,Apartment,"Duvvada Building B462",1502460087,235.7,false,false
B463,LP463,17.704478,83.138203,5,16,Apartment,"Duvvada Building B463",1502460088,235.7,false,false
B464,LP464,17.708721,83.149412,3,9.600000000000001,Residential,"Duvvada Building B464",1556405988,29.5,false,false
